Source,Target,Type,Weight
IndrawatiGularso,SigitSetiyawan,Undirected,1
RetnoMaruti,KadarSumarsono,Undirected,1
NiKadekYulia,MirayKawashima,Undirected,1
DiwaHutomo,SyamsulIslam,Undirected,1
IndraRahmi,JompetKuswidananto,Undirected,1
SutarnoDugal,DoelSumbang,Undirected,1
EgaKuspriyanto,IrfanuddienGhozali,Undirected,1
Björk,UsinIndra,Undirected,1
YudiTajudin,Warsito,Undirected,1
AnterAsmorotejo,NanikDwiSetyaningrum,Undirected,1
YudiTajudin,Pendi,Undirected,1
M.N.Qomaruddin,SriQadariatin,Undirected,2
YudiTajudin,ArsitaIswardhani,Undirected,3
AlexSuhendra,NaomiSrikandi,Undirected,1
JamaluddinLatif,DoniKurniawan,Undirected,3
DesiPuspitasari,SandyoMalakiano,Undirected,1
AndySenoAji,AndreNurLatif,Undirected,2
NoviKristinawati,Ji'lAvatar,Undirected,1
AndreNurLatif,BernadetaVerryHandayani,Undirected,1
SurasaHadimulya,Wardani,Undirected,1
ArieSyarifuddin,TampanDestawan,Undirected,1
HarioPriojati,GunawanMaryanto,Undirected,1
AndreNurLatif,CitraPratiwi,Undirected,3
TitaDianWulansari,Sumaryono,Undirected,1
MansyurS,A.Rafiq,Undirected,1
NungkiKusumastuti,RisnaAstari,Undirected,1
HiroshiKoike,JompetKuswidananto,Undirected,1
YudiTajudin,LulukAri,Undirected,1
MusliminBagus.P,MirayKawashima,Undirected,1
Ji'lAvatar,NinaKarlina,Undirected,1
Sarjiwo,SigitSetiyawan,Undirected,1
JamiAtut.T,DoniKurniawan,Undirected,1
ArieSyarifuddin,RizkyanaSaraswati,Undirected,1
IgnatiusSugiarto,EenKlafinova,Undirected,1
NinaKarlina,A.Rafiq,Undirected,1
AmmanWE,Björk,Undirected,1
YudiTajudin,IbuAnggiMinami,Undirected,1
NoviKristinawati,ItjeTrisnawati,Undirected,1
ErythrinaBaskoro,NaomiSrikandi,Undirected,5
NaomiSrikandi,SevriHadi,Undirected,1
HindraSetyaRini,NunungDeniPuspitasari,Undirected,1
HavitzMaulana,TampanDestawan,Undirected,1
AdityantoAji,B.Subono,Undirected,1
